District,Province,Year,Broadband Internet Score,Mobile Internet Score,Key Structure Internet Access Score,Accessibility to Hospitals Score,Accessibility to Schools Score,Railway Heatwave Score,Road Heatwave Score,Road Flood Score,Railway Flood Score,Emissions Normalized Score,Air Quality Score,Deforestation Score,Emissions Score,Luminosity per Capita Score,Luminosity per Area Score,Built Area Development Score,Tourism Score,Agricultural Land Score,Infrastructure Score,Livability Score,Prosperity Score,canonical_Province,canonical_District,local_taxes,fees_charges,licences,levies,permits,com_ventures,total_OSR,osr_source_Province,osr_source_District,osr_match_status,osr_match_notes
Chembe,Luapula,2023,44.0,45.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,94.0,47.0,59.0,85.0,49.0,40.0,92.0,45.0,19.0,40.6,63.38,49.0,Luapula,Chembe,10364.0,3407201.0,14554.0,570710.0,148651.0,0.0,4151480.0,Luapula,Chembe,matched,
Chibombo,Central,2023,44.0,45.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,81.0,23.0,84.0,83.0,34.0,86.0,93.0,45.0,99.0,40.6,61.62,71.4,Central,Chibombo,5294598.0,4231249.0,865840.0,3123314.0,4453534.0,0.0,17968535.0,Central,Chibombo,matched,
Chiengi,Luapula,2023,44.0,16.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,86.0,61.0,33.0,84.0,21.0,48.0,56.99999999999999,45.0,10.0,34.8,60.75,36.2,Luapula,Chiengi,18990.0,471435.0,1169.0,770477.0,44054.0,783199.0,2089324.0,Luapula,Chiengi,matched,
Chifunabuli,Luapula,2023,44.0,7.000000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,75.0,72.0,74.0,75.0,29.0,33.0,90.0,45.0,26.0,33.0,64.75,44.6,Luapula,Chifunabuli,8560.0,284493.0,112856.0,37883.0,79309.0,0.0,523101.0,Luapula,Chifunabuli,matched,
Chikankanta,Southern,2023,44.0,21.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,7.000000000000001,28.000000000000004,79.0,16.0,43.0,84.0,72.0,45.0,82.0,46.2,44.0,65.2,Southern,Chikankanta,12659968.0,1080163.0,0.0,0.0,0.0,0.0,13740131.0,Southern,Chikankata,matched,district spelling normalized: Chikankata -> Chikankanta
Chilanga,Lusaka,2023,44.0,77.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,17.0,2.0,10.0,37.0,35.0,97.0,46.0,45.0,76.0,47.0,36.0,59.8,Lusaka,Chilanga,5665774.0,2518416.0,3348031.0,3426320.0,1387537.0,0.0,16346078.0,Lusaka,Chilanga,matched,
Chililabombwe,Copperbelt,2023,44.0,50.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,11.0,6.0,27.0,36.0,15.0,92.0,36.0,45.0,6.0,41.6,37.75,38.8,Copperbelt,Chililabombwe,27404439.0,42084091.0,525395.0,10286067.0,3927264.0,0.0,84227256.0,Copperbelt,Chililabombwe Municipal Council,matched,council suffix removed: Chililabombwe Municipal Council -> Chililabombwe
Chilubi,Northern,2023,44.0,18.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,13.0,73.0,8.0,13.0,49.0,22.0,93.0,45.0,42.0,35.2,41.12,50.2,Northern,Chilubi,24427.0,488841.0,4050.0,193397.0,5600.0,0.0,716315.0,Northern ,Chilubi,matched,
Chingola,Copperbelt,2023,44.0,67.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,27.0,3.0,38.0,40.0,13.0,93.0,19.0,45.0,25.0,55.4,41.25,39.0,Copperbelt,Chingola,58777100.0,14849994.0,500678.0,2477351.0,4325467.0,0.0,80930590.0,Copperbelt,Chingola Municipal Council,matched,council suffix removed: Chingola Municipal Council -> Chingola
Chinsali,Muchiga,2023,44.0,74.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,78.0,96.0,8.0,79.0,50.0,53.0,56.00000000000001,45.0,32.0,56.8,60.38,47.2,Muchinga,Chinsali,1379471.0,4045524.0,195469.0,845782.0,753001.0,49048.0,7268295.0,Muchinga,Chinsali Municipal Council,matched,council suffix removed: Chinsali Municipal Council -> Chinsali; score province normalized: Muchiga -> Muchinga
Chipangali,Eastern,2023,44.0,69.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,86.0,80.0,2.0,83.0,14.000000000000002,52.0,92.0,45.0,60.0,45.4,59.12,52.6,Eastern,Chipangali,8473.0,669138.0,10570.0,601719.0,54715.0,0.0,1344615.0,Eastern,Chipangali,matched,
Chipata,Eastern,2023,44.0,73.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,65.0,68.0,31.0,73.0,2.0,88.0,22.0,45.0,72.0,46.2,57.38,45.8,Eastern,Chipata,8351400.0,13641207.0,2820646.0,481210.0,6395556.0,28130.0,31718149.0,Eastern,Chipata City Council,matched,council suffix removed: Chipata City Council -> Chipata
Chipili,Luapula,2023,44.0,24.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,73.0,54.0,24.0,74.0,69.0,26.0,74.0,45.0,2.0,46.8,55.88,43.2,Luapula,Chipili,6842.0,703401.0,400.0,48424.0,1000.0,-15135.0,744932.0,Luapula,Chipili,matched,
Chirundu,Lusaka,2023,44.0,66.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,10.0,47.0,92.0,31.0,32.0,86.0,57.99999999999999,45.0,64.0,55.2,50.25,57.0,Lusaka,Chirundu,325162.0,19134695.0,220900.0,163188.0,1522608.0,0.0,21366553.0,Southern,Chirundu,matched,OSR province differs from score/admin geography: Southern -> Lusaka
Chisamba,Central,2023,44.0,36.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,80.0,56.00000000000001,62.0,80.0,49.0,83.0,66.0,45.0,90.0,38.8,62.5,66.6,Central,Chisamba,991690.0,2201416.0,128691.0,463296.0,133209.0,0.0,3918302.0,Central,Chisamba,matched,
Chitambo,Central,2023,44.0,17.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,87.0,72.0,18.0,92.0,85.0,44.0,81.0,45.0,45.0,35.0,61.38,60.0,Central,Chitambo,5665.0,1591758.0,114430.0,90557.0,21020.0,0.0,1823430.0,Central,Chitambo,matched,
Choma,Southern,2023,44.0,56.00000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,54.0,23.0,6.0,51.0,31.0,84.0,16.0,45.0,86.0,42.8,44.5,52.4,Southern,Choma,2836852.0,5879223.0,1141030.0,2034891.0,2294673.0,185206.0,14371875.0,Southern,Choma Municipal Council,matched,council suffix removed: Choma Municipal Council -> Choma
Chongwe,Lusaka,2023,97.0,73.0,65.0,41.0,41.0,53.0,59.0,59.0,51.0,48.0,9.0,22.0,54.0,38.0,97.0,68.0,45.0,76.0,63.4,44.38,64.8,Lusaka,Chongwe,15381745.0,13973102.0,898621.0,5885613.0,3958748.0,147178.0,40245007.0,Lusaka,Chongwe Municipal Council,matched,council suffix removed: Chongwe Municipal Council -> Chongwe
Gwembe,Southern,2023,44.0,7.000000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,11.0,46.0,71.0,15.0,57.99999999999999,75.0,23.0,45.0,61.0,33.0,45.62,52.4,Southern,Gwembe,70165.0,545796.0,15300.0,722990.0,38750.0,0.0,1393001.0,Southern,Gwembe,matched,
Ikelenge,North-Western,2023,44.0,62.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,4.0,10.0,35.0,16.0,47.0,5.0,19.0,45.0,17.0,44.0,35.88,26.6,North-Western,Ikelenge,15210.0,292183.0,121312.0,204089.0,4445.0,0.0,637239.0,North Western,Ikelenge,matched,province normalized: North Western -> North-Western
Isoka,Muchiga,2023,44.0,29.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,52.0,96.0,2.0,49.0,52.0,44.0,83.0,45.0,29.0,47.8,52.62,50.6,Muchinga,Isoka,205144.0,2464817.0,8630.0,742316.0,431438.0,51284.0,3903629.0,Muchinga,Isoka,matched,score province normalized: Muchiga -> Muchinga
Itezhi-Tezhi,Central,2023,44.0,36.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,22.0,26.0,68.0,6.0,93.0,73.0,25.0,45.0,85.0,38.8,43.0,64.2,Central,Itezhi-Tezhi,1713378.0,2254155.0,318670.0,427082.0,290256.0,0.0,5003541.0,Central,Itezhi-tezhi,matched,score district normalized: Itezhi-Tezhi -> Itezhi-tezhi
Kabompo,North-Western,2023,44.0,98.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,39.0,24.0,41.0,30.0,77.0,22.0,45.0,45.0,18.0,61.6,44.5,41.4,North-Western,Kabompo,1217542.0,1092288.0,3335.0,1463266.0,181942.0,0.0,3958373.0,North Western,Kabompo,matched,province normalized: North Western -> North-Western
Kabwe,Central,2023,97.0,47.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,33.0,21.0,82.0,45.0,12.0,94.0,10.0,45.0,71.0,51.6,50.38,46.4,Central,Kabwe,11651268.0,16686099.0,489260.0,1914847.0,6073842.0,0.0,36815316.0,Central,Kabwe Municipal Council,matched,council suffix removed: Kabwe Municipal Council -> Kabwe
Kafue,Lusaka,2023,44.0,70.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,13.0,14.000000000000002,73.0,14.000000000000002,52.0,90.0,64.0,45.0,66.0,45.6,42.0,63.4,Lusaka,Kafue,10227532.0,9660148.0,3149826.0,1035255.0,3348590.0,0.0,27421351.0,Lusaka,Kafue,matched,
Kalabo,Western,2023,44.0,21.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,32.0,15.0,26.0,18.0,71.0,34.0,29.0,45.0,93.0,35.8,39.12,54.4,Western,Kalabo,3686.0,448713.0,22575.0,111418.0,81187.0,0.0,667579.0,Western,Kalabo,matched,
Kalomo,Southern,2023,44.0,98.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,56.99999999999999,34.0,5.0,50.0,40.0,72.0,18.0,45.0,99.0,51.2,46.0,54.8,Southern,Kalomo,926322.0,8495466.0,40790.0,560153.0,396530.0,-7739.0,10411522.0,Southern,Kalomo,matched,
Kalulushi,Copperbelt,2023,44.0,56.00000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,40.0,1.0,32.0,56.00000000000001,19.0,95.0,37.0,45.0,6.0,42.8,43.88,40.4,Copperbelt,Kalulushi,78660186.0,5307912.0,1742368.0,260855.0,1861820.0,0.0,87833141.0,Copperbelt,Kalulushi Municipal Council,matched,council suffix removed: Kalulushi Municipal Council -> Kalulushi
Kalumbila,North-Western,2023,44.0,56.99999999999999,32.0,41.0,41.0,53.0,59.0,59.0,51.0,33.0,15.0,47.0,11.0,82.0,78.0,88.0,45.0,12.0,43.0,41.0,61.0,North-Western,Kalumbila,115382365.0,5101904.0,180726.0,1228933.0,263255.0,0.0,122157183.0,North Western,Kalumbila,matched,province normalized: North Western -> North-Western
Kanchibiya,Muchiga,2023,44.0,7.000000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,87.0,80.0,26.0,90.0,73.0,33.0,98.0,45.0,67.0,33.0,63.12,63.2,Muchinga,Kanchibiya,10155.0,708616.0,0.0,52154.0,40238.0,0.0,811163.0,Muchinga,Kanchibiya,matched,score province normalized: Muchiga -> Muchinga
Kaoma,Western,2023,44.0,87.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,36.0,25.0,43.0,22.0,61.0,49.0,25.0,45.0,40.0,49.0,43.5,44.0,Western,Kaoma,478365.0,1887060.0,126550.0,2272602.0,213820.0,0.0,4978397.0,Western,Kaoma,matched,
Kapiri Mposhi,Central,2023,44.0,27.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,79.0,52.0,76.0,82.0,36.0,71.0,51.0,45.0,98.0,37.0,63.88,60.2,Central,Kapiri Mposhi,3036401.0,9128142.0,56595.0,5081813.0,577845.0,0.0,17880796.0,Central,Kapiri Mposhi,matched,
Kaputa,Northern,2023,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,86.0,70.0,14.000000000000002,86.0,56.00000000000001,50.0,57.99999999999999,45.0,17.0,43.4,59.75,45.2,Northern,Kaputa,20715.0,656451.0,10145.0,214558.0,41392.0,0.0,943261.0,Northern ,Kaputa,matched,
Kasama,Northern,2023,44.0,39.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,88.0,73.0,21.0,92.0,42.0,70.0,46.0,45.0,38.0,39.4,62.0,48.2,Northern,Kasama,2921932.0,13149129.0,390632.0,2432963.0,1735061.0,0.0,20629717.0,Northern,Kasama Municipal Council,matched,council suffix removed: Kasama Municipal Council -> Kasama
Kasempa,North-Western,2023,44.0,81.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,44.0,38.0,55.00000000000001,16.0,98.0,60.0,46.0,45.0,49.0,47.8,46.88,59.6,North-Western,Kasempa,1581726.0,1849648.0,64155.0,823350.0,53495.0,0.0,4372374.0,North Western,Kasempa,matched,province normalized: North Western -> North-Western
Kasenengwa,Eastern,2023,44.0,71.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,81.0,76.0,20.0,78.0,10.0,54.0,95.0,45.0,73.0,45.8,59.62,55.4,Eastern,Kasenengwa,5213.0,1330572.0,82830.0,3048.0,394052.0,0.0,1815715.0,Eastern,Kasenengwa,matched,
Katete,Eastern,2023,44.0,59.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,81.0,76.0,81.0,80.0,11.0,77.0,61.0,45.0,88.0,43.4,67.5,56.4,Eastern,Katete,951415.0,2348180.0,132979.0,572203.0,530505.0,0.0,4535282.0,Eastern,Katete,matched,
Kawambwa,Luapula,2023,44.0,38.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,70.0,59.0,60.0,66.0,66.0,62.0,75.0,45.0,19.0,39.2,59.62,53.4,Luapula,Kawambwa,438731.25,2738515.67,326963.7,9645.0,423780.3,47126.0,3984761.92,Luapula,Kawambwa,matched,
Kazungula,Southern,2023,44.0,89.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,15.0,27.0,91.0,3.0,88.0,76.0,28.000000000000004,45.0,98.0,59.8,44.75,67.0,Southern,Kazungula,396680.0,14521836.0,21450.0,887574.0,229015.0,0.0,16056555.0,Southern,Kazungula,matched,
Kitwe,Copperbelt,2023,90.0,71.0,68.0,41.0,41.0,53.0,59.0,59.0,51.0,8.0,1.0,34.0,37.0,4.0,99.0,2.0,45.0,15.0,62.2,37.75,33.0,Copperbelt,Kitwe,103108229.0,33952206.0,1499034.0,8188637.0,10373730.0,0.0,157121836.0,Copperbelt,Kitwe City Council,matched,council suffix removed: Kitwe City Council -> Kitwe
Lavushimanda,Muchiga,2023,44.0,23.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,56.00000000000001,76.0,19.0,41.0,99.0,36.0,94.0,45.0,37.0,46.6,51.75,62.2,Muchinga,Lavushimanda,2750.0,1007392.0,0.0,61538.0,106695.0,0.0,1178375.0,Muchinga,Lavushimanda,matched,score province normalized: Muchiga -> Muchinga
Limulunga,Western,2023,44.0,28.000000000000004,32.0,41.0,41.0,53.0,59.0,59.0,51.0,31.0,16.0,27.0,32.0,60.0,30.0,39.0,45.0,51.0,37.2,41.0,45.0,Western,Limulunga,20385.0,277922.0,38469.0,287753.0,22136.0,18328.0,664993.0,Western,Limulunga,matched,
Livingstone,Southern,2023,89.0,65.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,7.000000000000001,9.0,98.0,38.0,13.0,97.0,3.0,45.0,31.0,53.6,46.75,37.8,Southern,Livingstone,27794731.0,8138144.0,721580.0,5791640.0,4248788.0,0.0,46694883.0,Southern,Livingstone City Council,matched,council suffix removed: Livingstone City Council -> Livingstone
Luampa,Western,2023,44.0,18.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,34.0,20.0,45.0,19.0,94.0,28.000000000000004,89.0,45.0,30.0,35.2,42.5,57.2,Western,Luampa,16118.0,311311.0,26513.0,510364.0,5120.0,0.0,869426.0,Western,Luampa,matched,
Luangwa,Lusaka,2023,44.0,46.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,29.0,77.0,45.0,32.0,85.0,64.0,50.0,45.0,32.0,51.2,50.62,55.2,Lusaka,Luangwa,292377.13,1368573.44,289401.0,1740302.0,113420.0,0.0,3804073.57,Lusaka,Luangwa,matched,
Luano,Central,2023,44.0,7.000000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,27.0,68.0,74.0,15.0,90.0,61.0,77.0,45.0,71.0,33.0,50.75,68.8,Central,Luano,1604621.0,789042.0,185630.0,17406.0,109231.0,0.0,2705930.0,Central,Luano,matched,
Luanshya,Copperbelt,2023,44.0,64.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,35.0,4.0,23.0,55.00000000000001,6.0,94.0,11.0,45.0,9.0,44.4,42.38,33.0,Copperbelt,Luanshya,34735934.41,7179164.0,1156873.0,202417.0,1467237.0,21637.0,44763262.41,Copperbelt,Luanshya Municipal Council,matched,council suffix removed: Luanshya Municipal Council -> Luanshya
Lufwanyama,Copperbelt,2023,44.0,43.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,78.0,9.0,82.0,82.0,74.0,67.0,69.0,45.0,28.000000000000004,50.6,59.12,56.6,Copperbelt,Lufwanyama,15996210.0,2881425.0,108418.0,765773.0,232149.0,0.0,19983975.0,Copperbelt,Lufwanyama,matched,
Lukulu,Western,2023,44.0,60.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,30.0,25.0,39.0,17.0,76.0,43.0,60.0,45.0,52.0,54.0,41.62,55.2,Western,Lukulu,15503.0,907691.0,5773.0,666148.0,20690.0,0.0,1615805.0,Western,Lukulu,matched,
Lumezi,Eastern,2023,44.0,15.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,45.0,89.0,1.0,32.0,63.0,51.0,75.0,45.0,59.0,34.6,48.62,58.6,Eastern,Lumezi,9450.0,659272.0,9000.0,249045.0,35990.0,0.0,962757.0,Eastern,Lumezi,matched,
Lundazi,Eastern,2023,44.0,53.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,74.0,96.0,0.0,74.0,3.0,74.0,44.0,45.0,82.0,42.2,58.25,49.6,Eastern,Lundazi,167923.0,2690615.0,62820.0,656047.0,398929.0,0.0,3976334.0,Eastern,Lundazi,matched,
Lunga,Luapula,2023,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,3.0,74.0,1.0,9.0,70.0,3.0,39.0,45.0,6.0,43.4,38.62,32.6,Luapula,Lunga,1943.0,700.0,0.0,68561.0,0.0,-55521.0,15683.0,Luapula,Lunga,matched,
Lunte,Northern,2023,44.0,67.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,82.0,78.0,72.0,84.0,74.0,53.0,94.0,45.0,8.0,55.4,67.25,54.8,Northern,Lunte,863.0,255481.0,9149.0,76558.0,1001.0,0.0,343052.0,Northern ,Lunte,matched,
Lupososhi,Northern,2023,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,77.0,67.0,47.0,77.0,53.0,40.0,99.0,45.0,5.0,43.4,61.25,48.4,Northern,Lupososhi,9825.0,404487.0,8464.0,54796.0,58892.0,0.0,536464.0,Northern ,Lupososhi,matched,
Lusaka,Lusaka,2023,93.0,79.0,63.0,41.0,41.0,53.0,59.0,59.0,51.0,0.0,0.0,68.0,22.0,8.0,100.0,1.0,45.0,32.0,63.4,39.0,37.2,Lusaka,Lusaka,86342712.0,133779291.0,4367999.0,42514418.0,62707520.0,2700000.0,332411940.0,Lusaka,Lusaka City Council,matched,council suffix removed: Lusaka City Council -> Lusaka
Lusangazi,Eastern,2023,44.0,87.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,74.0,72.0,11.0,74.0,45.0,73.0,87.0,45.0,51.0,49.0,56.62,60.2,Eastern,Lusangazi,6858.0,366885.0,42060.0,110472.0,42947.0,0.0,569222.0,Eastern,Lusangazi,matched,
Luwingu,Northern,2023,44.0,46.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,85.0,71.0,51.0,85.0,55.00000000000001,47.0,68.0,45.0,10.0,40.8,64.25,45.0,Northern,Luwingu,83891.0,1718347.0,29462.0,12828.0,297078.0,0.0,2141606.0,Northern ,Luwingu,matched,
Mafinga,Muchiga,2023,44.0,34.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,78.0,97.0,11.0,78.0,47.0,47.0,63.0,45.0,42.0,38.4,60.75,48.8,Muchinga,Mafinga,7254.0,1007056.0,5960.0,314739.0,65563.0,0.0,1400572.0,Muchinga,Mafinga,matched,score province normalized: Muchiga -> Muchinga
Mambwe,Eastern,2023,44.0,49.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,34.0,70.0,6.0,29.0,56.00000000000001,62.0,83.0,45.0,40.0,41.4,45.12,57.2,Eastern,Mambwe,1314379.0,943489.0,36940.0,524147.0,234628.0,36255.0,3089838.0,Eastern,Mambwe,matched,
Mansa,Luapula,2023,44.0,41.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,90.0,51.0,59.0,91.0,32.0,74.0,44.0,45.0,7.000000000000001,39.8,64.12,40.4,Luapula,Mansa,2011214.0,4979300.0,151313.0,2826366.0,1985803.0,851902.0,12805898.0,Luapula,Mansa Municipal Council,matched,council suffix removed: Mansa Municipal Council -> Mansa
Manyinga,North-Western,2023,44.0,7.000000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,62.0,22.0,42.0,57.99999999999999,74.0,30.0,44.0,45.0,21.0,33.0,50.75,42.8,North-Western,Manyinga,25551.0,562209.0,10901.0,1505243.0,33035.0,0.0,2136939.0,North Western,Manyinga,matched,province normalized: North Western -> North-Western
Masaiti,Copperbelt,2023,44.0,55.00000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,54.0,18.0,28.000000000000004,55.00000000000001,32.0,86.0,54.0,45.0,37.0,42.6,47.12,50.8,Copperbelt,Masaiti,11716196.0,422386.0,22001.0,889034.0,267579.0,29918.0,13347114.0,Copperbelt,Masaiti,matched,
Mazabuka,Southern,2023,93.0,61.0,66.0,41.0,41.0,53.0,59.0,59.0,51.0,51.0,14.000000000000002,7.000000000000001,50.0,36.0,88.0,16.0,45.0,94.0,60.4,43.0,55.8,Southern,Mazabuka,5492067.0,18752101.0,1442764.0,131044.0,1604766.0,42096.0,27464838.0,Southern,Mazabuka Municipal Council,matched,council suffix removed: Mazabuka Municipal Council -> Mazabuka
Mbala,Northern,2023,44.0,41.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,87.0,93.0,13.0,84.0,26.0,63.0,72.0,45.0,43.0,39.8,62.38,49.8,Northern,Mbala,1120009.0,2293205.0,145046.0,312303.0,198549.0,5728.0,4074840.0,Northern,Mbala Municipal Council,matched,council suffix removed: Mbala Municipal Council -> Mbala
Milengi,Luapula,2023,44.0,48.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,90.0,56.99999999999999,18.0,88.0,76.0,24.0,98.0,45.0,1.0,51.6,59.38,48.8,Luapula,Milengi,17380.0,587187.0,9105.0,53097.0,3630.0,0.0,670399.0,Luapula,Milenge,matched,district spelling normalized: Milenge -> Milengi
Mitete,Western,2023,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,32.0,19.0,15.0,26.0,92.0,19.0,86.0,45.0,51.0,43.4,39.25,58.6,Western,Mitete,13665.0,1285584.0,550.0,5498.0,500.0,104150.0,1409947.0,Western,Mitete,matched,
Mkushi,Central,2023,44.0,49.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,82.0,65.0,65.0,85.0,53.0,63.0,48.0,45.0,93.0,41.4,64.88,60.4,Central,Mkushi,830478.0,1414684.0,50050.0,4982769.0,682810.0,0.0,7960791.0,Central,Mkushi,matched,
Mongu,Western,2023,44.0,31.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,30.0,15.0,32.0,25.0,38.0,57.99999999999999,13.0,45.0,54.0,37.8,40.5,41.6,Western,Mongu,1644548.0,4196332.0,269994.0,1689328.0,2050095.0,0.0,9850297.0,Western,Mongu Municipal Council,matched,council suffix removed: Mongu Municipal Council -> Mongu
Monze,Southern,2023,44.0,41.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,36.0,25.0,15.0,33.0,24.0,81.0,19.0,45.0,90.0,39.8,41.38,51.8,Southern,Monze,920780.0,2242374.0,198638.0,802735.0,1764705.0,0.0,5929232.0,Southern,Monze,matched,
Mpika,Muchiga,2023,44.0,43.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,89.0,83.0,15.0,96.0,87.0,60.0,14.000000000000002,45.0,43.0,40.2,63.12,49.8,Muchinga,Mpika,2218971.0,7075273.0,83027.0,1010707.0,958979.0,190592.0,11537549.0,Muchinga,Mpika,matched,score province normalized: Muchiga -> Muchinga
Mpongwe,Copperbelt,2023,44.0,64.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,55.00000000000001,36.0,65.0,46.0,64.0,67.0,72.0,45.0,88.0,44.4,53.0,67.2,Copperbelt,Mpongwe,625370.0,4792041.0,39928.0,1704802.0,379729.0,0.0,7541870.0,Copperbelt,Mpongwe,matched,
Mporokoso,Northern,2023,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,89.0,74.0,55.00000000000001,86.0,62.0,41.0,69.0,45.0,1.0,43.4,65.75,43.6,Northern,Mporokoso,187574.0,871487.0,121817.0,188773.0,46817.0,0.0,1416468.0,Northern ,Mporokoso,matched,
Mpulungu,Northern,2023,44.0,61.0,84.0,41.0,41.0,53.0,59.0,59.0,51.0,93.0,91.0,31.0,95.0,64.0,51.0,15.0,45.0,35.0,54.2,66.5,42.0,Northern,Mpulungu,1895828.0,947685.0,272492.0,1015812.0,88105.0,8702.0,4228624.0,Northern ,Mpulungu,matched,
Mufulira,Copperbelt,2023,44.0,44.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,50.0,4.0,24.0,64.0,11.0,89.0,5.0,45.0,24.0,40.4,45.5,34.8,Copperbelt,Mufulira,54545749.0,12092346.0,1079499.0,0.0,1952491.0,0.0,69670085.0,Copperbelt,Mufulira Municipal Council,matched,council suffix removed: Mufulira Municipal Council -> Mufulira
Mufumbwe,North-Western,2023,44.0,61.0,32.0,41.0,41.0,53.0,59.0,59.0,51.0,49.0,32.0,49.0,27.0,98.0,59.0,51.0,45.0,57.99999999999999,43.8,47.38,62.2,North-Western,Mufumbwe,6213.0,1640696.0,300.0,1359325.0,94152.0,0.0,3100686.0,North Western,Mufumbwe,matched,province normalized: North Western -> North-Western
Mulobezi,Western,2023,44.0,7.000000000000001,84.0,41.0,41.0,53.0,59.0,59.0,51.0,31.0,23.0,36.0,13.0,100.0,43.0,28.000000000000004,45.0,41.0,43.4,40.62,51.4,Western,Mulobezi,15260.0,625566.0,8130.0,148206.0,39192.0,0.0,836354.0,Western,Mulobezi,matched,
Mumbwa,Central,2023,44.0,55.00000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,28.000000000000004,31.0,81.0,6.0,68.0,81.0,43.0,45.0,98.0,42.6,46.0,67.0,Central,Mumbwa,1433374.0,7007523.0,1875956.0,781946.0,1537236.0,0.0,12636035.0,Central,Mumbwa,matched,
Mungwi,Northern,2023,44.0,55.00000000000001,32.0,41.0,41.0,53.0,59.0,59.0,51.0,89.0,91.0,28.000000000000004,92.0,51.0,43.0,69.0,45.0,38.0,42.6,65.25,49.2,Northern,Mungwi,126586.0,519710.0,178705.0,1856.0,35728.0,134334.0,996919.0,Northern ,Mungwi,matched,
